"pwsid","pop1990","pop2000","pop2010","cwsPop","under18","age18to34","age35to59","age60to64","over65","Asian","Black","Native","Other","White","Hispanic","d0to24k","d25to49k","d50to74k","d75to100k","d100to125k","d125to150k","d150kmore","built_2010later","built_2000to2009","built_1990to1999","built_1980to1989","built_1970to1979","built_1960to1969","built_1950to1959","built_1940to1949","built_1939early","keep"
"KS2016916",74,80,80,93,19.83,16.38,35.06,9.54,19.19,0.56,1.91,0.56,1.67,95.31,3.84,5.28,18.47,15.04,22.16,20.05,8.97,10.03,0,19.71,9.98,24.82,15.82,7.06,4.62,4.14,13.87,"too small"
"KS2016917",321,345,352,355,24.5,19.37,29.22,6.81,20.11,0.47,1.42,0.47,2.23,95.4,4.22,14.87,23.42,22.31,19.78,7.28,6.01,6.33,1.26,7.42,16.11,9.38,15.97,7.42,7.98,3.92,30.53,"keep"
"KS2016918",256,291,302,298,25.32,17.1,31.27,7.4,18.91,0.29,0.89,0.44,2.49,95.89,3.74,11.48,22.4,20.59,16.86,10.86,4.36,13.46,3.35,9.59,12.43,9.69,14.76,7.31,6.95,2.54,33.38,"keep"
"KS2017101",3700,3762,3666,3748,26.72,18.16,30.36,6.63,18.12,1.24,0,0.08,4.43,94.24,15.58,19.25,20.54,18.2,18.02,14.51,5.41,4.06,3.79,3.73,10.15,9.82,13.23,16.79,23.49,3.51,15.48,"keep"
"KS2017303",5372,5795,7095,7764,29.85,22.42,29.27,7.04,11.42,7.68,4.41,2.13,7.63,78.16,9.19,7.36,23.22,26.36,18.1,5.4,8.38,11.19,6.82,27,9.58,12.41,10.06,4.21,25.83,1.49,2.61,"keep"
"KS2017304",3317,5981,7281,8300,27.33,20.49,32.61,5.3,14.27,5.92,9.7,0.33,4.7,79.34,7.37,13.6,15.25,17.96,11.84,13.3,10.19,17.86,6.23,16.31,26.63,15.38,15.92,8.28,10.08,0.58,0.58,"keep"
"KS2017306",3647,4733,5608,6045,26.39,19.55,34.01,5.87,14.17,4.02,2.5,0.58,5.46,87.45,6.28,11.16,16.05,18.95,17.86,15.26,8.2,12.51,8.28,25,23.63,15.53,12.63,4.28,6.26,1.27,3.12,"keep"
"KS2017308",319859,354599,382755,389938,24.86,24.76,30.17,5.99,14.22,4.99,9.79,1.13,8.15,75.94,16.21,24.61,26.44,18.87,11.62,7.29,4.19,6.97,2.63,7.05,11.74,12.61,13.77,10.2,22.04,8.16,11.81,"keep"
"KS2017315",701,847,1227,1460,29.35,18.65,31.63,6.61,13.75,1.76,2.32,1.1,4.88,89.94,5.3,9.58,12.53,15.09,19.4,17.06,8.83,17.51,11.13,36.79,20.79,6.41,7.96,3.81,7.05,0.99,5.07,"keep"
"KS2017316",272,549,999,1275,25.62,22.25,33.82,5.5,12.82,5.03,8.37,0.65,3.91,82.05,6.28,8.61,12.48,12.48,17.56,15.58,9.12,24.18,26.34,30.18,20.74,8.78,3.93,1.76,1.76,1.51,5.02,"keep"
"KS2017318",4619,5189,6698,7325,29.11,17.45,31.44,6.86,15.15,0.67,1,0.83,4.52,92.98,4.72,13.91,27,17.43,19.38,7.99,7.3,6.99,7.62,14.59,10.5,3.42,20.11,8.88,21.19,4.74,8.94,"keep"
"KS2017319",881,899,842,801,25.46,20.94,32.18,5.95,15.47,0,0.1,0.14,3.9,95.86,7.71,17.73,24.93,16.34,20.22,7.2,5.82,7.76,0.51,9.21,7.16,2.56,20.72,9.46,11.76,2.81,35.81,"too small"
"KS2017322",7188,8280,10479,11338,29.16,22.21,30.18,4.93,13.53,0.61,0.25,0.85,9.09,89.19,6.24,16.38,26.67,25.53,13.03,10.42,4.98,3,4.7,13.52,8.76,11.24,12.25,8.64,38.22,0.68,1.98,"keep"
"KS2017325",2902,3241,4784,4796,31.55,17.41,33.75,4.67,12.62,1.27,0.8,0.21,3.02,94.69,5.18,10.92,16.13,18.72,12.72,17.07,12,12.45,8.78,31.45,14.35,10.97,13.1,9.09,6.27,1.25,4.74,"keep"
"KS2017327",1539,1856,2163,2167,29.19,14.46,33.1,7.35,15.89,0,0.25,0,2.03,97.72,2.6,13.66,22.36,22.48,14.04,6.83,6.71,13.91,4.26,18.46,21.3,8.17,16.33,3.43,11.6,4.62,11.83,"keep"
"KS2017328",15980,19845,23464,24943,27.05,19.72,32.16,5.82,15.26,1.85,1.26,0.55,5.83,90.5,4.88,12.97,19.56,21.46,15.85,9.79,7.35,13.02,4.5,16.35,18.25,20.64,17.07,8.73,12.66,0.75,1.05,"keep"
"KS2017334",572,796,1486,2005,26.98,22.15,35.16,5.41,10.3,4.24,8.69,1.4,4.1,81.58,8.75,10.23,11.46,12.43,19.81,16.35,10.37,19.34,23.27,34.46,20.66,7.29,2.68,1.83,2.64,1.87,5.32,"keep"
"KS2017338",1266,1600,2363,2580,31.53,17.1,33.65,4.7,13.02,1.52,1.23,0.28,3.98,92.98,5.54,9.27,15.48,17.95,12.62,16.7,10.12,17.86,12.28,34.91,13.96,9.34,12.23,7.37,5.17,1.13,3.61,"keep"
"KS2017339",803,958,973,909,28.9,14.62,34.83,6.72,14.92,0,1.71,0.33,2.07,95.89,0.13,15.7,15.12,15.99,12.5,17.44,6.69,16.57,8.86,6.57,12.57,11.43,16,10.57,16.29,4,13.71,"keep"
"KS2017345",2068,2333,3121,4934,30.33,19.46,32.87,5.16,12.18,3.83,0.81,0.52,4.87,89.97,6.81,9.1,20.84,18.78,21.12,9.92,9.28,10.97,41.22,18.24,12.93,5.07,8.23,5.35,5.12,0.87,2.97,"keep"
"KS2017504",16146,19247,19928,19174,30.2,26.95,26.92,6.1,9.84,2.91,4.69,0.55,31.97,59.88,59.68,23.8,26.6,21.53,11.4,6.75,3.55,6.37,2.79,3.11,7.72,9.34,21.13,20.93,20.13,7.33,7.52,"keep"
"KS2017701",116246,120654,125867,125310,24.54,21.81,29.81,6.73,17.12,1.92,10.67,1.18,8.29,77.94,13.85,22.87,28.85,18.75,12.44,7.92,3.31,5.85,1.01,5.44,9.85,10.23,15.44,15.78,16.29,6.98,18.99,"keep"
"KS2017704",2453,3104,3753,4160,25.37,16.76,32.48,7.03,18.37,4.56,2.5,0.96,2.74,89.24,5.64,10.62,17.26,17.74,11.38,10.06,10.66,22.28,11.27,27.91,19.13,10.42,16.46,6.63,4.86,0.52,2.82,"keep"
"KS2017708",5339,5920,6381,6073,24.13,15.66,33.61,8.85,17.74,0.08,1.43,0.74,3.28,94.47,9.17,4.41,14.77,26.15,14.47,17.56,10.17,12.47,4.25,10.96,10.77,21.99,26.75,15.5,4.36,0.88,4.54,"keep"
"KS2017712",908,965,1077,1124,28.78,15.1,33.94,5.28,16.89,0.05,0.15,0.95,1.46,97.4,5.6,10.7,20.88,18.19,16.39,15.27,7.93,10.63,0.99,12.51,13,9.82,23.32,9.47,4.73,5.3,20.85,"too small"
"KS2017713",568,630,709,700,28.78,15.1,33.94,5.28,16.89,0.05,0.15,0.95,1.46,97.4,5.6,14.06,19.67,17.28,16.04,16.22,6.07,10.66,4.08,10.07,13.97,15.48,19.6,9.05,5.68,4.57,17.52,"keep"
"KS2017714",1241,1331,1518,1406,28.78,15.1,33.94,5.28,16.89,0.05,0.15,0.95,1.46,97.4,5.6,11.98,20.66,18.96,14.25,16.79,5.47,11.89,1.25,11.89,14.48,10.28,27.88,9.83,2.77,4.65,16.98,"too small"
"KS2017717",1722,2098,2460,2675,27.26,14.42,31.5,8.54,18.29,3.18,7.71,1.4,6.18,81.54,5.92,8.74,15.38,18.54,18.27,10.53,6.16,22.38,7.59,16.99,14.43,14.25,16.85,14.76,11.64,1.44,2.05,"keep"
"KS2017718",9789,11082,12263,12000,23.79,15.9,35.7,7.11,17.5,0.04,1.47,0.19,1.78,96.52,3.49,6.51,14.89,17.49,20.75,19.23,8.27,12.86,2.68,21.05,18.64,7.86,22.37,13.82,7.9,2.59,3.08,"keep"
"KS2018102",5114,5082,4611,4406,21.97,17.24,34.96,6.53,19.3,0.86,2.44,1.05,5.48,90.18,13.22,20.69,22.55,37.72,12.88,2.36,1.07,2.72,1.88,4.1,2.32,3.71,19.26,30.66,8.97,0.94,28.17,"keep"
"KS2018302",657,591,496,437,20.3,12.47,31.67,7.88,27.68,0.3,0.35,0.51,2.58,96.26,2.88,22.68,24.57,17.2,13.61,10.4,5.1,6.43,0.54,3.35,2.68,8.98,11.93,8.18,6.97,4.96,52.41,"too small"
"KS2018305",540,489,418,380,19.24,15.76,28.22,9.65,27.13,1.02,0.34,0.61,1.71,96.33,1.98,25.02,32.26,15.58,11.63,5.78,3.51,6.22,0.9,4.37,1.91,6.39,15.09,11.5,9.09,8.08,42.68,"keep"
"KS2018502",1195,1127,1096,1176,22.9,21.91,29.29,6.6,19.3,0,0.3,0.64,5.23,93.83,21.78,24.19,20.97,21.33,12.19,9.14,3.76,8.42,0,1.15,4.17,9.06,6.19,12.09,17.41,19.28,30.65,"too small"
"KS2018901",3055,3367,3548,3745,31.04,20.07,28.65,5.74,14.5,0.41,0.05,0.32,12.86,86.36,41.83,29,22.43,13.44,16.58,9.35,4.38,4.82,6.81,3.95,12.49,6.81,13.99,16.5,11.95,18.29,9.21,"keep"
"KS2019101",1291,1421,1420,1429,24.66,20.4,31.32,6.25,17.38,1.51,1.18,0.72,1.6,94.99,2.11,14.6,22.35,16.93,14.21,16.15,6.33,9.43,3.91,9.61,16.42,10.39,15.53,8.38,8.27,5.14,22.35,"keep"
"KS2019103",1341,1216,1160,1157,23.65,14.37,34.62,8.1,19.25,0.4,2.94,1.76,2.78,92.12,6.83,18.61,25.56,13.53,18.61,7.71,7.33,8.65,4.52,9.35,11.01,13.12,16.59,5.28,7.69,7.39,25.04,"keep"
"KS2019105",95,91,81,80,26.04,19.03,30.62,6.04,18.27,0,1.56,1.25,4.69,92.5,6.77,22.01,25.95,24.46,10.6,7.07,1.77,8.15,4.81,2.14,6.73,8.76,7.05,14.64,11,7.8,37.07,"keep"
"KS2019106",302,306,287,280,27.41,20.56,31.82,4.97,15.25,0.14,2.64,2.79,5.44,89,10.28,24.51,21.99,24.74,11.54,7.35,4.31,5.57,2.02,9.32,5.62,8.22,16.34,9.18,10.28,6.01,33.01,"keep"
"KS2019107",530,548,544,490,25.48,19.41,30.33,6.31,18.46,0.56,1.38,1.16,4.04,92.86,5.53,26.85,23.66,12.58,11.41,10.23,5.37,9.9,3.08,10.43,11.01,9.54,21.73,8.96,11.45,5.73,18.06,"keep"
"KS2019110",154,152,139,143,27.14,12.51,31.7,8.24,20.41,1.13,0,3.43,2.76,92.68,8.03,24.63,23.14,12.42,20.17,8.49,6.58,4.56,3.19,10.11,11.29,11.66,14.21,5.74,6.47,4.19,33.15,"keep"
"KS2019111",1091,1143,1003,999,27.14,12.51,31.7,8.24,20.41,1.13,0,3.43,2.76,92.68,8.03,27.5,19.77,14.09,23.18,10.68,2.95,1.82,3.03,9.66,11.93,10.23,14.2,4.92,10.23,1.14,34.66,"too small"
"KS2019113",5255,6077,6756,6489,27.27,16.82,35.61,5.38,14.93,2.01,1.54,0.6,5.5,90.35,5.21,16.82,15.69,22.58,25.94,5.43,5.03,8.51,2.01,9.22,17.33,19.45,18.11,5.99,21.12,1.12,5.65,"keep"
"KS2019115",1873,1828,1796,1556,20.69,18.22,32.52,10.16,18.41,0.77,0,1.25,1.15,96.82,5.35,17.67,20.16,27.44,18.6,5.43,4.81,5.89,1.51,6.85,7.26,12.6,8.36,3.97,27.67,5.07,26.71,"keep"
"KS2019117",1343,1299,1072,987,24.4,17.76,31.42,6.79,19.64,0,0.88,0,2.15,96.97,2.07,31.48,25.56,17.41,12.96,6.11,2.78,3.7,0,2.51,7.54,7.69,11.98,4.14,21.89,10.65,33.58,"keep"
"KS2019119",8555,8531,8028,7662,26.79,20.04,30.77,5.47,16.93,0,2.13,1.96,5.6,90.32,8.93,31.36,20.03,22.85,12.22,4.5,2.03,7.01,0.66,3.94,5.45,5.72,16.11,9.31,14.99,10.86,32.96,"keep"
"KS2019120",32,27,24,25,24.4,17.76,31.42,6.79,19.64,0,0.88,0,2.15,96.97,2.07,15.62,24.38,35,12.81,6.25,1.25,4.69,11.34,2.02,2.02,1.26,7.3,12.34,12.85,3.78,47.1,"too small"
"KS2019302",5379,5390,5274,5370,20.48,28.43,27.2,7.45,16.45,1.11,2.94,0.46,2.51,92.98,6.59,25.45,16.95,20.28,14.45,10.22,6.85,5.8,0.58,2.45,5.04,4.03,24.78,26.84,8.9,12.46,14.91,"keep"
"KS2019303",354,334,318,292,30.21,16.93,30.33,6.56,15.98,0.28,0,0,3.03,96.69,6.33,10.34,21.63,35.42,17.24,5.02,5.33,5.02,4.08,8.97,3.53,8.97,18.75,10.87,9.24,5.98,29.62,"too small"
"KS2019503",113,97,78,56,17.28,15.5,29.66,10.72,26.84,1.44,0.07,0.25,3.42,94.83,3.96,23.78,23.78,22.97,13.41,8.94,3.46,3.66,2.13,2.7,5.26,6.39,13.07,14.77,12.64,12.64,30.4,"keep"
"KS2019504",1396,1498,1534,1500,23.59,24.16,27.58,7.84,16.82,1.13,1.17,0.22,3.91,93.57,4.75,17.07,22.93,18.74,12.04,10.72,8.17,10.33,7.41,14.07,9.66,11.74,14.13,13.43,10.33,6.34,12.89,"keep"
"KS2019701",806,785,808,780,26.05,16.82,31.39,7.48,18.26,1.44,0.83,0.74,3.22,93.76,4.89,20.37,24.82,19.2,20.61,6.56,6.32,2.11,1.38,10.71,5.53,3.28,10.02,6.91,7.25,2.42,52.5,"too small"
"KS2019706",346,382,402,400,22.74,16.87,31.94,8.33,20.12,1.2,0.4,0.57,2.41,95.43,3.35,13.41,23.73,28.5,16.68,5.56,6.26,5.86,2.28,10.25,21.45,12,11.3,9.54,2.89,1.31,28.98,"keep"
"KS2019711",1041,1106,1302,1400,24.04,19.78,31.91,7.01,17.26,1.98,1.71,0.88,3.77,91.67,4.78,14.17,21.01,27.12,13.84,7.33,7.08,9.45,6.06,10.2,8.49,5.99,12.77,6.63,6.63,2.64,40.58,"keep"
"KS2020107",1354,1250,1170,1093,22.21,15.55,31.37,7.49,23.37,0.56,0.29,0.05,2.03,97.07,1.87,18.48,23.04,19.67,15.33,12.39,4.35,6.74,4.33,7.75,5.95,7.57,9.56,8.84,11.63,4.96,39.4,"keep"
"KS2020113",700,648,605,567,23.59,18.87,26.91,7.71,22.91,0.16,0.26,0.33,1.99,97.26,5.59,19.34,27.43,21.54,14.68,6.86,2.61,7.54,1.17,2.92,3.73,4.43,16.1,10.27,12.25,7.82,41.31,"keep"
"KS2020501",135,136,126,123,23.47,15.95,31.82,8.64,20.12,0,0.38,0.9,4.81,93.91,1.91,24.86,23.83,19.3,12.55,5.96,6.04,7.47,3.72,18.51,13.92,12.85,15.99,5.54,6.36,5.98,17.13,"keep"
"KS2020502",2810,2811,2513,2262,24.07,18.8,30.54,8.34,18.25,0,0.22,1.35,4.1,94.33,2.08,24.33,27.86,20.38,12.9,6.62,4.9,3.01,4.93,6.09,6.37,6.16,11.84,5.48,10.68,12.25,36.21,"too small"
"KS2020504",349,349,315,293,25.03,17.77,30.61,7.72,18.87,0.01,0.25,1.03,4.13,94.58,2.06,24.15,24.92,22.75,12,5.84,6.41,3.93,3.25,8.46,7.56,5.63,14.13,5.79,9.24,8.46,37.47,"keep"
"KS2020505",32,33,29,30,23.65,17.04,29.82,9.99,19.5,0,0.55,0.95,4.17,94.33,1.81,26.19,24.51,18.58,14.23,5.93,4.94,5.63,4.15,18.87,14.33,10.1,15.66,6.03,7.28,7.2,16.37,"too small"
"KS2020506",543,522,465,447,23.78,14.97,29.62,8.98,22.65,0.02,0.57,0.6,4.92,93.89,1.08,28.83,25.4,21.34,10.36,5.68,3.36,5.02,1.16,12.03,9.91,7.32,14.78,7.89,8.31,6.55,32.04,"keep"
"KS2020507",125,126,114,110,25.63,14.5,29.82,8.99,21.06,0.03,0.68,0.17,4.25,94.86,1.71,26.45,22.31,23,11.36,4.82,5.3,6.75,1.19,16.12,13.02,7.7,18.5,5.75,6.29,4.83,26.59,"too small"
"KS2020510",903,903,825,808,27.61,15.03,30.79,6.07,20.51,0.05,0.34,0.15,4.21,95.25,2.01,23.87,20.49,26.33,10.64,4.67,8.69,5.32,0.72,12.02,9.35,4.83,17.57,6.27,7.09,2.77,39.36,"keep"
"KS2020512",275,277,250,223,21.62,11.89,29.53,10.68,26.28,0.22,0.48,0.88,4.14,94.28,2.94,26.15,24.29,20.66,12.41,5.76,2.39,8.33,4.49,13.53,12.48,9.15,15.86,6.53,9.1,6.12,22.74,"too small"
"KS2020513",2658,2681,2510,2225,21.59,18.57,26.82,8.98,24.04,0,0.41,0,4.94,94.65,6.61,24.79,30.99,21.06,10.21,4.74,2.46,5.74,0.94,1.45,7.84,7.33,17.13,11.39,9.58,7.69,36.65,"keep"
"KS2020514",229,231,213,194,21.88,17.47,27.2,9.92,23.53,0,0.58,0.05,4.79,94.58,5.39,26.55,28.46,20.36,10.97,4.84,2.08,6.75,1.25,8.9,11.43,8.72,18.06,8.99,7.96,7.47,27.22,"keep"
"KS2020515",363,356,326,307,22.58,15.18,31.77,8.12,22.36,0,0.35,0.43,5.45,93.78,3.39,27.2,27.13,18.27,9.48,4.5,4.01,9.41,1.78,15.02,13.71,12.93,16.27,4.87,6.17,5.49,23.76,"keep"
"KS2020516",573,579,540,460,22.89,17.61,28.71,9.62,21.17,0,0.5,0.6,4.45,94.45,3.58,27.36,27.28,21.72,10.6,5.86,1.67,5.52,2.1,7.72,9.25,7.45,17.04,7.35,9.52,9.62,29.95,"keep"
"KS2020519",991,991,898,833,23.34,14.64,29.2,9.82,23,0.09,0.69,0.35,4.68,94.19,3.12,25.25,24.75,22.25,11,5.75,4.5,6.5,2.04,12.08,11.71,7.99,16.91,7.99,8.55,6.13,26.58,"keep"
"KS2020904",4821,5220,7031,7906,31.04,17.37,32.48,3.73,15.38,0.48,9.62,0.7,5.36,83.84,9.43,18.17,19.39,18.2,13.67,17.61,4.11,8.86,5.53,15.04,9.61,9.61,15,12.14,14.28,2.8,15.99,"keep"
"KS2020906",150962,147337,146430,152960,26.45,25.18,30.78,5.95,11.64,4.7,20.89,0.47,13.15,60.79,27.94,25.65,29.6,18.03,11.66,7.38,3.46,4.22,2.96,6.69,5.57,5.82,14.52,15.26,19.23,8.87,21.09,"keep"
"NC0100010",3455,3936,3921,4003,16.72,18.7,27.76,6.27,30.55,0.27,1,0.27,1.82,96.64,5.72,30.33,23.14,22.11,10.54,3.86,3.08,6.94,2.55,16.36,15.27,14.91,15.64,12.55,8.36,7.09,7.27,"keep"
"NC0102010",2766,2918,3150,3250,23.62,19.85,29.24,5.99,21.3,1.27,16.31,1.32,7.35,73.75,5.24,31.91,29.06,18.77,8.15,0.99,7.12,4,4.84,12.35,17.49,15.97,22.5,10.99,7.37,4.94,3.55,"keep"
"NC0102015",8508,10814,12107,12764,21.47,19.57,34.86,5.47,18.63,0.63,6.65,0.28,7.84,84.6,9.11,25.86,29.78,14.43,13.97,4.33,4.71,6.91,3.31,16.48,24.15,16.62,16.73,10.09,5.54,3.62,3.45,"keep"
"NC0102020",8723,10725,12313,12458,20.41,18.85,33.78,6.87,20.09,1.69,7.28,0.55,3.2,87.28,2.91,20.66,24.27,18.96,14.08,7.52,6.75,7.75,3.82,15.01,22.11,21.25,17.75,8.32,6.53,2.54,2.67,"keep"
"NC0103010",1782,1923,2026,1900,23.11,14.14,27.66,9.86,25.23,1.06,3.89,1.12,1.58,92.34,12.68,37.64,27.17,17.93,8.7,3.26,0.82,4.48,1.61,12.59,17.22,14.3,23.97,15.51,6.24,6.75,1.81,"keep"
"NC0105010",1052,1146,1322,1305,19.79,15.53,34.59,6.97,23.12,0.74,1.28,0.4,3.72,93.86,6.53,34.56,29.1,14.53,10.21,3.35,5.93,2.31,2.19,13.95,17.57,14.16,19.6,18.38,7.56,4.64,1.96,"keep"
"NC0105015",1194,1299,1440,1450,17.14,17.16,32.21,8.29,25.21,0.18,1.82,0.97,4.56,92.47,6.23,32.08,32.8,20.97,8.06,2.87,1.43,1.79,3.76,11.04,23.79,14.93,18.93,15.41,8.13,1.94,2.06,"keep"
"NC0105020",132,132,145,168,16.6,18.93,32.45,10.21,21.81,0,0.71,0.14,2.5,96.65,6.25,27.85,25.09,18.32,11.54,10.92,0,6.27,0.56,8.05,25.44,12.3,13.23,9.07,14.06,10.45,6.85,"too small"
"NC0106010",199,201,212,195,13.43,16.22,49.06,7.33,13.95,0.57,9.62,3.26,2.27,84.28,4.85,13.32,56.66,10.17,1.69,3.39,6.3,8.47,2.2,6.77,16.69,12.76,32.76,10.71,3.94,1.57,12.6,"too small"
"NC0106015",1127,1165,1274,1407,13.17,33.42,22.35,5.92,25.13,0.61,1.81,0.41,4.94,92.22,5.74,17.02,32.52,13.51,11.15,7.25,6.03,12.52,3.43,19.6,10.71,37.08,19.33,2.94,0.93,1.74,4.22,"keep"
"NC0106025",530,565,575,495,17.91,16.88,31.61,9.78,23.82,0.1,0.55,0.4,0.52,98.44,5.62,31.6,28.65,22.57,7.9,2.57,2.01,4.7,2.22,10,23.28,15.29,16.46,5.97,7.18,7.14,12.46,"too small"
"NC0106107",2023,2658,2768,3000,12.89,31.13,21.7,7.05,27.24,0.64,1.79,0.34,3.97,93.26,4.71,15.91,32.31,13.14,10.18,8,6.52,13.93,1.7,19.4,11.33,41.73,20.02,1.56,0.8,0.71,2.75,"too small"
"NC0111010",106446,123652,144295,156720,18.31,22.75,32.7,7.08,19.16,1.57,7.38,0.5,2.56,87.99,7.28,21.78,26.08,18.5,11.48,7.57,4.44,10.15,7.66,14.88,15.16,14.22,12.83,9.63,7.23,4.34,14.05,"keep"
"NC0111020",7908,9020,9796,10125,14.9,18.02,30.56,9.73,26.8,0.87,5.37,0.68,2.93,90.15,3.77,19.38,26.27,19.13,18.88,7.49,1.6,7.24,5.47,13.53,12.41,10.51,11.59,12.8,13.1,5.08,15.51,"keep"
"NC0111030",633,786,1087,1356,17.01,18.73,33.06,7.54,23.66,3.91,3.66,0.06,1.73,90.64,3.34,5.92,24.34,22.81,10.75,4.82,4.39,26.97,7.8,9.16,21.25,21.25,11.11,5.26,7.6,3.7,12.87,"keep"
"NC0111484",681,757,811,798,15.66,22.01,31.78,7.61,22.94,0.26,6.42,0.53,2.38,90.42,1.2,25.61,35.54,13.74,12.33,5.25,2.04,5.49,3.79,13.81,12.76,16.09,13.5,8.56,9.61,4.55,17.33,"keep"
"NC0112010",12220,14021,13364,13335,19.96,17.45,31.47,5.18,25.94,4.46,0.01,0.22,1.47,93.84,1.79,26.91,24.28,15.29,15.76,6.45,3.18,8.12,2.57,6.71,13.09,13.29,13.68,15.26,14.41,10.72,10.26,"keep"
"NC0112015",33490,38420,39128,38845,19.36,20.8,32.88,7.62,19.33,1.88,10.79,1.52,7.68,78.14,9.41,29.26,28.82,18.25,10.39,5.51,2.27,5.49,2.08,10.96,14,13.1,19.29,13.65,12.27,6.22,8.43,"keep"
"NC0112045",2720,3192,3045,2990,15.69,21.11,33.55,9.13,20.52,2.75,2.29,0,3.26,91.7,3.88,21.88,23.56,27.53,12.44,10.85,2.37,1.37,2.24,5.76,10.93,14.78,20.32,18.86,11.08,8.07,7.96,"keep"
"NC0112055",1811,2081,2027,2083,19.98,17.55,31.48,5.2,25.8,4.52,0.03,0.29,1.55,93.61,1.87,26.23,25.19,15.65,12.82,11.03,1.49,7.6,2.25,14.52,14.02,5.63,12.52,15.02,11.76,12.14,12.14,"keep"
"NC0112060",6706,7540,7851,7821,19.19,20.75,35.37,6.05,18.64,6.81,0.95,0.14,1.86,90.25,2.72,24.03,27.9,23.72,9.46,6.85,3.12,4.92,2.83,12.66,17.77,15.67,19.83,12.76,9.7,5.28,3.51,"keep"
"NC0112065",271,333,357,350,19.76,22.23,34.19,5.91,17.9,5.31,2.04,0.4,3.32,88.93,4.57,26.78,28.29,20.36,11.42,5.14,2.17,5.84,2.53,12.2,19.33,19.83,19.49,11.55,6.6,3.64,4.83,"keep"
"NC0112103",4382,5273,5420,5127,11.09,27.52,39.35,6.6,15.44,0.17,8.72,0.08,5.05,85.97,4.87,22.32,21.43,32.84,13,6.15,3.77,0.5,9,5.55,15.64,23.36,18.09,12.55,9.36,5.36,1.09,"keep"
"NC0113010",47952,66335,95241,111760,26.5,20.07,36.33,5.04,12.05,4.76,19.1,0.55,7.57,68.02,11.39,14.88,21.83,17.61,14.79,10.43,6.37,14.1,11.36,27.03,20.26,10.22,8.93,5.37,7.06,4.46,5.29,"keep"
"NC0113020",1495,1691,1894,1940,20.03,19.42,35.42,7.6,17.53,0.98,3.03,0,1.65,94.34,2.98,13.8,18.6,23.6,18.2,11.4,8.2,6.2,3.52,12.32,16.55,13.73,16.2,14.96,8.98,6.51,7.22,"keep"
"NC0113025",4537,8043,14373,17127,27.71,18.53,38.63,4.66,10.48,8.13,16.84,0.56,5.14,69.33,5.08,7.14,13.1,16.95,12.09,12.55,11.59,26.58,16.43,41.07,17.57,13.19,5.39,4.72,0.58,0.29,0.76,"keep"
"NC0114010",23960,24530,25546,24892,21.27,19.55,34.16,6.36,18.66,0.58,12.79,0.49,10.03,76.11,10.01,31.97,31.92,16.19,8.9,5.02,2.28,3.72,1.84,7.18,11.05,11.4,17.99,17.66,14.7,8.55,9.63,"keep"
"NC0114025",7512,8077,8591,8191,19.67,19.79,36.31,7.86,16.37,0.52,1.9,0.85,3.44,93.3,3.35,27.86,27.25,19.36,14.39,4.21,3.32,3.61,2.45,9.45,19.82,21.32,19.21,17.59,6.91,2.36,0.89,"keep"
"NC0114030",4437,5460,6290,6386,22.35,17.49,34.36,6.31,19.49,0.98,1.34,0.06,6.69,90.94,7.54,22.89,23.67,17,19.9,6.43,3.31,6.8,2.29,14.53,16.69,13.3,16.65,12.92,10.72,3.6,9.32,"keep"
"NC0114035",845,995,1125,1079,19.17,19.61,36.49,6.12,18.62,6.33,1.06,0.09,2.11,90.41,3.46,21.01,32.45,22.05,9.53,6.67,3.12,5.17,3.35,14.62,18.81,15.43,17.14,14.04,6.81,4.18,5.62,"keep"
"NC0114040",4797,5294,5450,5524,20.5,19.13,37.94,6.44,16,0.79,1.25,0.25,6.65,91.06,6.49,21.34,23.86,21.34,18.42,8.35,4.63,2.06,2.39,4.58,15.17,16.6,23.78,19.04,12.17,1.53,4.74,"keep"
"NC0118010",46717,55860,60839,61643,22.81,20.98,32.86,6.09,17.26,4.22,8.45,0.22,9.49,77.62,11.78,25.22,25.23,18.56,12.24,7.78,3.35,7.62,2.78,11.42,17.6,17.32,19.72,12.6,8.28,5.18,5.1,"keep"
"NC0118015",13161,15626,16789,16721,23.38,21.8,34.23,5.06,15.52,3.05,13.5,0.38,14.29,68.78,13.87,20.46,32.1,19.88,13.17,7.26,2.26,4.86,2.07,13.7,17.37,11.61,16.9,6.8,14.61,7.56,9.39,"keep"
"NC0118020",11095,13532,15064,15230,23.56,19.29,34.62,5.69,16.84,10.24,6.65,0.66,6.73,75.72,9.27,21.97,20.89,22.71,13.98,9.14,4.99,6.32,2.7,19.17,27.26,11.22,18.32,8.48,6.65,2.6,3.61,"keep"
"NC0118025",4112,4647,4863,4717,21.49,22.88,32.54,5.91,17.18,2.5,10.42,0.33,14.77,71.98,15.06,35.82,27.52,21.8,8.56,2.99,1.79,1.52,0.52,4.06,11.61,14.35,17.33,19.69,15.53,10.53,6.37,"keep"
"NC0118030",3822,4672,5157,5275,24.87,17.22,35.64,6.03,16.24,3.54,4.76,0.59,6.05,85.05,7.67,18.93,25.56,16.92,20.95,8.17,5.56,3.91,4.17,11.64,22.06,9.77,13.06,7.03,15.7,6.92,9.66,"keep"
