"pwsid","hh_use","HBI","PPI","TRAD","burden","LaborHrs"
"CA3210003",2000,6.48,30.11,2.45,"Moderate-High",8.37
"CA3210003",3000,6.71,30.11,2.54,"Moderate-High",8.66
"CA3210003",4000,6.94,30.11,2.62,"Moderate-High",8.96
"CA3210003",5000,7.17,30.11,2.71,"Moderate-High",9.26
"CA3210003",6000,7.4,30.11,2.8,"Moderate-High",9.55
"CA3210003",7000,7.63,30.11,2.88,"Moderate-High",9.85
"CA3210003",8000,7.86,30.11,2.97,"Moderate-High",10.15
"CA3210003",9000,8.1,30.11,3.05,"Moderate-High",10.44
"CA3210004",0,4.19,27.12,2.13,"Low-Moderate",7.94
"CA3210004",1000,4.23,27.12,2.14,"Low-Moderate",8
"CA3210004",10000,4.73,27.12,2.41,"Moderate-High",8.96
"CA3210004",11000,4.82,27.12,2.44,"Moderate-High",9.13
"CA3210004",12000,4.9,27.12,2.49,"Moderate-High",9.29
"CA3210004",13000,5,27.12,2.54,"Moderate-High",9.47
"CA3210004",14000,5.1,27.12,2.59,"Moderate-High",9.65
"CA3210004",15000,5.19,27.12,2.64,"Moderate-High",9.83
"CA3210004",16000,5.28,27.12,2.68,"Moderate-High",10
"CA3210004",2000,4.25,27.12,2.16,"Low-Moderate",8.06
"CA3210004",3000,4.29,27.12,2.18,"Low-Moderate",8.12
"CA3210004",4000,4.32,27.12,2.19,"Low-Moderate",8.18
"CA3210004",5000,4.36,27.12,2.21,"Low-Moderate",8.26
"CA3210004",6000,4.4,27.12,2.24,"Low-Moderate",8.33
"CA3210004",7000,4.48,27.12,2.27,"Low-Moderate",8.48
"CA3210004",8000,4.56,27.12,2.31,"Low-Moderate",8.63
"CA3210004",9000,4.65,27.12,2.36,"Moderate-High",8.8
"CA3210006",0,2.49,21.47,0.72,"Low-Moderate",4.41
"CA3210006",1000,2.49,21.47,0.72,"Low-Moderate",4.41
"CA3210006",10000,2.7,21.47,0.78,"Low-Moderate",4.8
"CA3210006",11000,2.74,21.47,0.79,"Low-Moderate",4.86
"CA3210006",12000,2.77,21.47,0.8,"Low-Moderate",4.92
"CA3210006",13000,2.81,21.47,0.81,"Low-Moderate",4.99
"CA3210006",14000,2.84,21.47,0.82,"Low-Moderate",5.05
"CA3210006",15000,2.88,21.47,0.83,"Low-Moderate",5.11
"CA3210006",16000,2.92,21.47,0.85,"Low-Moderate",5.19
"CA3210006",2000,2.49,21.47,0.72,"Low-Moderate",4.41
"CA3210006",3000,2.49,21.47,0.72,"Low-Moderate",4.41
"CA3210006",4000,2.5,21.47,0.72,"Low-Moderate",4.43
"CA3210006",5000,2.53,21.47,0.73,"Low-Moderate",4.49
"CA3210006",6000,2.57,21.47,0.74,"Low-Moderate",4.55
"CA3210006",7000,2.6,21.47,0.75,"Low-Moderate",4.62
"CA3210006",8000,2.64,21.47,0.76,"Low-Moderate",4.68
"CA3210006",9000,2.67,21.47,0.77,"Low-Moderate",4.74
"CA3210009",0,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",1000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",10000,3.4,23.64,1.5,"Low-Moderate",5.24
"CA3210009",11000,3.44,23.64,1.51,"Low-Moderate",5.31
"CA3210009",12000,3.49,23.64,1.53,"Low-Moderate",5.38
"CA3210009",13000,3.53,23.64,1.55,"Low-Moderate",5.45
"CA3210009",14000,3.58,23.64,1.57,"Low-Moderate",5.52
"CA3210009",15000,3.62,23.64,1.59,"Low-Moderate",5.59
"CA3210009",16000,3.67,23.64,1.61,"Low-Moderate",5.65
"CA3210009",2000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",3000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",4000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",5000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",6000,3.22,23.64,1.42,"Low-Moderate",4.96
"CA3210009",7000,3.27,23.64,1.44,"Low-Moderate",5.03
"CA3210009",8000,3.31,23.64,1.46,"Low-Moderate",5.1
"CA3210009",9000,3.35,23.64,1.48,"Low-Moderate",5.17
"CA3210011",0,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",1000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",10000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",11000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",12000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",13000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",14000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",15000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",16000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",2000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",3000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",4000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",5000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",6000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",7000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",8000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3210011",9000,7.27,21.85,4.24,"Moderate-High",19.48
"CA3310001",0,1.93,42.24,0.83,"Moderate-High",2.5
"CA3310001",1000,2,42.24,0.86,"Moderate-High",2.6
"CA3310001",10000,2.92,42.24,1.25,"Moderate-High",3.79
"CA3310001",11000,3.12,42.24,1.34,"Moderate-High",4.06
"CA3310001",12000,3.32,42.24,1.43,"Moderate-High",4.32
"CA3310001",13000,3.52,42.24,1.51,"Moderate-High",4.58
"CA3310001",14000,3.73,42.24,1.6,"Moderate-High",4.84
"CA3310001",15000,3.93,42.24,1.69,"Moderate-High",5.1
"CA3310001",16000,4.18,42.24,1.79,"Moderate-High",5.43
"CA3310001",2000,2.08,42.24,0.89,"Moderate-High",2.7
"CA3310001",3000,2.16,42.24,0.93,"Moderate-High",2.81
"CA3310001",4000,2.24,42.24,0.96,"Moderate-High",2.91
"CA3310001",5000,2.31,42.24,0.99,"Moderate-High",3.01
"CA3310001",6000,2.39,42.24,1.03,"Moderate-High",3.11
"CA3310001",7000,2.5,42.24,1.07,"Moderate-High",3.25
"CA3310001",8000,2.61,42.24,1.12,"Moderate-High",3.39
"CA3310001",9000,2.72,42.24,1.17,"Moderate-High",3.53
"CA3310002",0,1.75,26.87,0.73,"Low-Moderate",3.46
"CA3310002",1000,1.8,26.87,0.75,"Low-Moderate",3.55
"CA3310002",10000,2.27,26.87,0.95,"Low-Moderate",4.44
"CA3310002",11000,2.32,26.87,0.97,"Low-Moderate",4.54
"CA3310002",12000,2.37,26.87,0.99,"Low-Moderate",4.64
"CA3310002",13000,2.42,26.87,1.02,"Low-Moderate",4.73
"CA3310002",14000,2.47,26.87,1.04,"Low-Moderate",4.84
"CA3310002",15000,2.52,26.87,1.06,"Low-Moderate",4.94
"CA3310002",16000,2.57,26.87,1.08,"Low-Moderate",5.04
"CA3310002",2000,1.85,26.87,0.78,"Low-Moderate",3.66
"CA3310002",3000,1.9,26.87,0.8,"Low-Moderate",3.76
"CA3310002",4000,1.95,26.87,0.82,"Low-Moderate",3.84
"CA3310002",5000,2.01,26.87,0.84,"Low-Moderate",3.94
"CA3310002",6000,2.06,26.87,0.86,"Low-Moderate",4.04
"CA3310002",7000,2.11,26.87,0.88,"Low-Moderate",4.14
"CA3310002",8000,2.16,26.87,0.91,"Low-Moderate",4.24
"CA3310002",9000,2.21,26.87,0.93,"Low-Moderate",4.35
"CA3310003",0,6.22,44.67,2.36,"High",5.42
"CA3310003",1000,6.42,44.67,2.44,"High",5.59
"CA3310003",10000,8.18,44.67,3.11,"High",7.13
"CA3310003",11000,8.38,44.67,3.18,"High",7.3
"CA3310003",12000,8.57,44.67,3.26,"High",7.47
"CA3310003",13000,8.77,44.67,3.33,"High",7.64
"CA3310003",14000,8.96,44.67,3.41,"High",7.81
"CA3310003",15000,9.16,44.67,3.48,"High",7.98
"CA3310003",16000,9.35,44.67,3.55,"Very High",8.15
"CA3310003",2000,6.61,44.67,2.51,"High",5.76
"CA3310003",3000,6.81,44.67,2.59,"High",5.93
"CA3310003",4000,7,44.67,2.66,"High",6.1
"CA3310003",5000,7.2,44.67,2.73,"High",6.27
"CA3310003",6000,7.39,44.67,2.81,"High",6.44
"CA3310003",7000,7.59,44.67,2.88,"High",6.62
"CA3310003",8000,7.79,44.67,2.96,"High",6.79
"CA3310003",9000,7.98,44.67,3.03,"High",6.96
"CA3310005",0,3.87,49.98,1.77,"Moderate-High",4.55
"CA3310005",1000,4.12,49.98,1.88,"Moderate-High",4.85
"CA3310005",10000,6.36,49.98,2.9,"High",7.48
"CA3310005",11000,6.61,49.98,3.01,"High",7.77
"CA3310005",12000,6.86,49.98,3.13,"High",8.07
"CA3310005",13000,7.1,49.98,3.24,"High",8.36
"CA3310005",14000,7.35,49.98,3.35,"High",8.65
"CA3310005",15000,7.6,49.98,3.47,"High",8.94
"CA3310005",16000,7.85,49.98,3.58,"High",9.24
"CA3310005",2000,4.37,49.98,1.99,"Moderate-High",5.14
"CA3310005",3000,4.62,49.98,2.11,"High",5.43
"CA3310005",4000,4.87,49.98,2.22,"High",5.72
"CA3310005",5000,5.11,49.98,2.33,"High",6.02
"CA3310005",6000,5.36,49.98,2.45,"High",6.31
"CA3310005",7000,5.61,49.98,2.56,"High",6.6
"CA3310005",8000,5.86,49.98,2.67,"High",6.89
"CA3310005",9000,6.11,49.98,2.79,"High",7.19
"CA3310006",0,2.69,46.12,1.35,"Moderate-High",3.48
"CA3310006",1000,2.86,46.12,1.42,"Moderate-High",3.69
"CA3310006",10000,4.34,46.12,2.16,"Moderate-High",5.6
"CA3310006",11000,4.54,46.12,2.27,"Moderate-High",5.87
"CA3310006",12000,4.75,46.12,2.37,"High",6.13
"CA3310006",13000,4.95,46.12,2.47,"High",6.39
"CA3310006",14000,5.15,46.12,2.57,"High",6.66
"CA3310006",15000,5.36,46.12,2.67,"High",6.92
"CA3310006",16000,5.56,46.12,2.78,"High",7.18
"CA3310006",2000,3.02,46.12,1.5,"Moderate-High",3.89
"CA3310006",3000,3.17,46.12,1.58,"Moderate-High",4.1
"CA3310006",4000,3.34,46.12,1.67,"Moderate-High",4.31
"CA3310006",5000,3.49,46.12,1.74,"Moderate-High",4.51
"CA3310006",6000,3.65,46.12,1.82,"Moderate-High",4.72
"CA3310006",7000,3.82,46.12,1.9,"Moderate-High",4.93
"CA3310006",8000,3.97,46.12,1.98,"Moderate-High",5.14
"CA3310006",9000,4.13,46.12,2.06,"Moderate-High",5.34
"CA3310007",0,4.84,53.64,2.22,"High",4.89
"CA3310007",1000,4.99,53.64,2.29,"High",5.04
"CA3310007",10000,6.37,53.64,2.92,"High",6.43
"CA3310007",11000,6.52,53.64,2.99,"High",6.58
"CA3310007",12000,6.67,53.64,3.06,"High",6.74
"CA3310007",13000,6.82,53.64,3.13,"High",6.89
"CA3310007",14000,6.98,53.64,3.2,"High",7.05
"CA3310007",15000,7.13,53.64,3.27,"High",7.2
"CA3310007",16000,7.28,53.64,3.34,"High",7.36
"CA3310007",2000,5.14,53.64,2.36,"High",5.2
"CA3310007",3000,5.3,53.64,2.43,"High",5.35
"CA3310007",4000,5.45,53.64,2.5,"High",5.5
"CA3310007",5000,5.6,53.64,2.57,"High",5.66
"CA3310007",6000,5.76,53.64,2.64,"High",5.81
"CA3310007",7000,5.91,53.64,2.71,"High",5.97
"CA3310007",8000,6.06,53.64,2.78,"High",6.12
"CA3310007",9000,6.21,53.64,2.85,"High",6.28
"CA3310008",0,4.72,58.16,2.31,"High",4.91
"CA3310008",1000,4.94,58.16,2.42,"High",5.14
"CA3310008",10000,7,58.16,3.43,"High",7.28
"CA3310008",11000,7.31,58.16,3.58,"High",7.6
"CA3310008",12000,7.62,58.16,3.74,"High",7.92
"CA3310008",13000,7.92,58.16,3.89,"High",8.24
"CA3310008",14000,8.23,58.16,4.04,"High",8.56
"CA3310008",15000,8.54,58.16,4.19,"High",8.88
"CA3310008",16000,8.85,58.16,4.34,"High",9.2
"CA3310008",2000,5.17,58.16,2.54,"High",5.38
"CA3310008",3000,5.4,58.16,2.65,"High",5.61
"CA3310008",4000,5.62,58.16,2.76,"High",5.85
"CA3310008",5000,5.85,58.16,2.87,"High",6.08
"CA3310008",6000,6.08,58.16,2.98,"High",6.32
"CA3310008",7000,6.3,58.16,3.09,"High",6.56
"CA3310008",8000,6.53,58.16,3.2,"High",6.79
"CA3310008",9000,6.75,58.16,3.31,"High",7.03
"CA3310009",0,1.91,31.05,0.92,"Low-Moderate",3.79
"CA3310009",1000,1.99,31.05,0.96,"Low-Moderate",3.95
"CA3310009",10000,4.24,31.05,2.05,"Low-Moderate",8.4
"CA3310009",11000,4.85,31.05,2.35,"Moderate-High",9.63
"CA3310009",12000,5.47,31.05,2.65,"Moderate-High",10.86
"CA3310009",13000,6.09,31.05,2.95,"Moderate-High",12.08
"CA3310009",14000,6.71,31.05,3.25,"Moderate-High",13.31
"CA3310009",15000,7.33,31.05,3.55,"Moderate-High",14.54
"CA3310009",16000,7.95,31.05,3.85,"Moderate-High",15.77
"CA3310009",2000,2.17,31.05,1.05,"Low-Moderate",4.31
"CA3310009",3000,2.36,31.05,1.14,"Low-Moderate",4.67
"CA3310009",4000,2.54,31.05,1.23,"Low-Moderate",5.04
"CA3310009",5000,2.72,31.05,1.32,"Low-Moderate",5.4
"CA3310009",6000,3.02,31.05,1.46,"Low-Moderate",6
"CA3310009",7000,3.33,31.05,1.61,"Low-Moderate",6.6
"CA3310009",8000,3.63,31.05,1.76,"Low-Moderate",7.2
"CA3310009",9000,3.93,31.05,1.9,"Low-Moderate",7.8
"CA3310012",0,2.58,31,1.2,"Low-Moderate",5.18
"CA3310012",1000,2.74,31,1.27,"Low-Moderate",5.5
"CA3310012",10000,4.18,31,1.94,"Low-Moderate",8.4
"CA3310012",11000,4.34,31,2.02,"Low-Moderate",8.72
"CA3310012",12000,4.5,31,2.09,"Low-Moderate",9.04
"CA3310012",13000,4.66,31,2.17,"Moderate-High",9.36
"CA3310012",14000,4.82,31,2.24,"Moderate-High",9.69
"CA3310012",15000,4.98,31,2.31,"Moderate-High",10.01
"CA3310012",16000,5.14,31,2.39,"Moderate-High",10.33
"CA3310012",2000,2.9,31,1.35,"Low-Moderate",5.82
"CA3310012",3000,3.06,31,1.42,"Low-Moderate",6.15
"CA3310012",4000,3.22,31,1.5,"Low-Moderate",6.47
"CA3310012",5000,3.38,31,1.57,"Low-Moderate",6.79
"CA3310012",6000,3.54,31,1.64,"Low-Moderate",7.11
"CA3310012",7000,3.7,31,1.72,"Low-Moderate",7.43
"CA3310012",8000,3.86,31,1.79,"Low-Moderate",7.76
"CA3310012",9000,4.02,31,1.87,"Low-Moderate",8.08
"CA3310016",0,5.07,56.09,2.48,"High",5.67
"CA3310016",1000,5.5,56.09,2.7,"High",6.16
"CA3310016",10000,9.46,56.09,4.63,"Very High",10.6
"CA3310016",11000,9.9,56.09,4.85,"Very High",11.09
"CA3310016",12000,10.34,56.09,5.07,"Very High",11.58
"CA3310016",13000,10.78,56.09,5.28,"Very High",12.07
"CA3310016",14000,11.23,56.09,5.5,"Very High",12.57
"CA3310016",15000,11.66,56.09,5.71,"Very High",13.06
"CA3310016",16000,12.1,56.09,5.93,"Very High",13.55
"CA3310016",2000,5.95,56.09,2.91,"High",6.66
"CA3310016",3000,6.39,56.09,3.13,"High",7.15
"CA3310016",4000,6.82,56.09,3.34,"High",7.64
"CA3310016",5000,7.27,56.09,3.56,"High",8.13
"CA3310016",6000,7.7,56.09,3.77,"High",8.63
"CA3310016",7000,8.14,56.09,3.99,"High",9.12
"CA3310016",8000,8.59,56.09,4.2,"High",9.61
"CA3310016",9000,9.03,56.09,4.42,"High",10.1
"CA3310019",0,4.25,17.66,1.17,"Low",5.84
"CA3310019",1000,4.41,17.66,1.22,"Low",6.06
"CA3310019",10000,11.83,17.66,3.26,"Moderate-High",16.26
"CA3310019",11000,13,17.66,3.58,"Moderate-High",17.88
"CA3310019",12000,14.19,17.66,3.91,"Moderate-High",19.5
"CA3310019",13000,15.36,17.66,4.23,"Moderate-High",21.13
"CA3310019",14000,16.54,17.66,4.56,"Moderate-High",22.75
"CA3310019",15000,17.72,17.66,4.88,"Moderate-High",24.37
"CA3310019",16000,18.9,17.66,5.2,"Moderate-High",25.99
"CA3310019",2000,4.57,17.66,1.26,"Low",6.28
"CA3310019",3000,4.73,17.66,1.3,"Low-Moderate",6.5
"CA3310019",4000,5.38,17.66,1.49,"Low-Moderate",7.4
"CA3310019",5000,6.33,17.66,1.74,"Low-Moderate",8.71
"CA3310019",6000,7.29,17.66,2,"Low-Moderate",10.02
"CA3310019",7000,8.29,17.66,2.28,"Low-Moderate",11.4
"CA3310019",8000,9.47,17.66,2.61,"Moderate-High",13.02
"CA3310019",9000,10.64,17.66,2.93,"Moderate-High",14.64
"CA3310020",0,3.03,40.77,1.24,"Moderate-High",3.76
"CA3310020",1000,3.13,40.77,1.28,"Moderate-High",3.88
"CA3310020",10000,4.18,40.77,1.71,"Moderate-High",5.18
"CA3310020",11000,4.37,40.77,1.79,"Moderate-High",5.42
"CA3310020",12000,4.56,40.77,1.87,"Moderate-High",5.65
"CA3310020",13000,4.75,40.77,1.94,"High",5.88
"CA3310020",14000,5.02,40.77,2.05,"High",6.22
"CA3310020",15000,5.3,40.77,2.17,"High",6.57
"CA3310020",16000,5.57,40.77,2.28,"High",6.91
"CA3310020",2000,3.23,40.77,1.32,"Moderate-High",4.01
"CA3310020",3000,3.33,40.77,1.36,"Moderate-High",4.13
"CA3310020",4000,3.43,40.77,1.4,"Moderate-High",4.26
"CA3310020",5000,3.53,40.77,1.45,"Moderate-High",4.38
"CA3310020",6000,3.63,40.77,1.49,"Moderate-High",4.5
"CA3310020",7000,3.75,40.77,1.53,"Moderate-High",4.65
"CA3310020",8000,3.89,40.77,1.59,"Moderate-High",4.83
"CA3310020",9000,4.04,40.77,1.65,"Moderate-High",5
"CA3310021",0,1.66,21.44,0.81,"Low-Moderate",4.69
"CA3310021",1000,1.78,21.44,0.86,"Low-Moderate",5.01
"CA3310021",10000,2.56,21.44,1.25,"Low-Moderate",7.23
"CA3310021",11000,2.66,21.44,1.29,"Low-Moderate",7.5
"CA3310021",12000,2.76,21.44,1.34,"Low-Moderate",7.78
"CA3310021",13000,2.85,21.44,1.39,"Low-Moderate",8.05
"CA3310021",14000,2.95,21.44,1.44,"Low-Moderate",8.33
"CA3310021",15000,3.05,21.44,1.48,"Low-Moderate",8.6
"CA3310021",16000,3.16,21.44,1.54,"Low-Moderate",8.92
"CA3310021",2000,1.89,21.44,0.92,"Low-Moderate",5.34
"CA3310021",3000,2.01,21.44,0.98,"Low-Moderate",5.66
"CA3310021",4000,2.12,21.44,1.03,"Low-Moderate",5.98
"CA3310021",5000,2.23,21.44,1.09,"Low-Moderate",6.31
"CA3310021",6000,2.35,21.44,1.14,"Low-Moderate",6.63
"CA3310021",7000,2.39,21.44,1.16,"Low-Moderate",6.73
"CA3310021",8000,2.42,21.44,1.18,"Low-Moderate",6.84
"CA3310021",9000,2.46,21.44,1.2,"Low-Moderate",6.95
"CA3310022",0,4.42,45.5,1.74,"Moderate-High",5.14
"CA3310022",1000,4.98,45.5,1.96,"High",5.79
"CA3310022",10000,10.17,45.5,4,"Very High",11.81
"CA3310022",11000,10.86,45.5,4.27,"Very High",12.61
"CA3310022",12000,11.54,45.5,4.54,"Very High",13.41
"CA3310022",13000,12.23,45.5,4.81,"Very High",14.2
"CA3310022",14000,12.91,45.5,5.08,"Very High",15
"CA3310022",15000,13.6,45.5,5.35,"Very High",15.8
"CA3310022",16000,14.29,45.5,5.62,"Very High",16.59
"CA3310022",2000,5.54,45.5,2.18,"High",6.44
"CA3310022",3000,6.1,45.5,2.4,"High",7.09
"CA3310022",4000,6.67,45.5,2.62,"High",7.74
"CA3310022",5000,7.25,45.5,2.85,"High",8.42
"CA3310022",6000,7.83,45.5,3.08,"High",9.09
"CA3310022",7000,8.41,45.5,3.31,"High",9.76
"CA3310022",8000,8.99,45.5,3.54,"High",10.44
"CA3310022",9000,9.56,45.5,3.76,"Very High",11.11
"CA3310031",0,2.77,32.87,1.29,"Low-Moderate",4.86
"CA3310031",1000,2.84,32.87,1.32,"Low-Moderate",5.02
"CA3310031",10000,3.54,32.87,1.65,"Low-Moderate",6.54
"CA3310031",11000,3.63,32.87,1.69,"Low-Moderate",6.73
"CA3310031",12000,3.73,32.87,1.73,"Low-Moderate",6.94
"CA3310031",13000,3.82,32.87,1.77,"Low-Moderate",7.13
"CA3310031",14000,3.91,32.87,1.82,"Low-Moderate",7.32
"CA3310031",15000,4,32.87,1.86,"Low-Moderate",7.52
"CA3310031",16000,4.09,32.87,1.9,"Low-Moderate",7.72
"CA3310031",2000,2.91,32.87,1.35,"Low-Moderate",5.17
"CA3310031",3000,2.98,32.87,1.39,"Low-Moderate",5.32
"CA3310031",4000,3.05,32.87,1.42,"Low-Moderate",5.48
"CA3310031",5000,3.13,32.87,1.45,"Low-Moderate",5.64
"CA3310031",6000,3.2,32.87,1.49,"Low-Moderate",5.79
"CA3310031",7000,3.27,32.87,1.52,"Low-Moderate",5.96
"CA3310031",8000,3.36,32.87,1.56,"Low-Moderate",6.15
"CA3310031",9000,3.45,32.87,1.61,"Low-Moderate",6.34
"CA3310032",0,1.19,55.97,0.57,"Moderate-High",1.56
"CA3310032",1000,1.31,55.97,0.62,"Moderate-High",1.72
"CA3310032",10000,2.39,55.97,1.13,"Moderate-High",3.13
"CA3310032",11000,2.51,55.97,1.19,"Moderate-High",3.29
"CA3310032",12000,2.66,55.97,1.27,"Moderate-High",3.49
"CA3310032",13000,2.83,55.97,1.35,"Moderate-High",3.71
"CA3310032",14000,2.99,55.97,1.43,"Moderate-High",3.93
"CA3310032",15000,3.16,55.97,1.51,"Moderate-High",4.15
"CA3310032",16000,3.33,55.97,1.58,"Moderate-High",4.37
"CA3310032",2000,1.43,55.97,0.68,"Moderate-High",1.87
"CA3310032",3000,1.55,55.97,0.74,"Moderate-High",2.03
"CA3310032",4000,1.67,55.97,0.79,"Moderate-High",2.19
"CA3310032",5000,1.79,55.97,0.85,"Moderate-High",2.35
"CA3310032",6000,1.91,55.97,0.91,"Moderate-High",2.5
"CA3310032",7000,2.03,55.97,0.96,"Moderate-High",2.66
"CA3310032",8000,2.15,55.97,1.02,"Moderate-High",2.82
"CA3310032",9000,2.27,55.97,1.08,"Moderate-High",2.98
"CA3310036",0,2.51,19.26,1.25,"Low",6.58
"CA3310036",1000,2.6,19.26,1.3,"Low",6.83
"CA3310036",10000,3.77,19.26,1.88,"Low",9.91
"CA3310036",11000,3.94,19.26,1.97,"Low",10.36
"CA3310036",12000,4.16,19.26,2.08,"Low",10.91
"CA3310036",13000,4.37,19.26,2.18,"Low",11.46
"CA3310036",14000,4.58,19.26,2.29,"Low",12.03
"CA3310036",15000,4.81,19.26,2.4,"Low-Moderate",12.63
"CA3310036",16000,5.04,19.26,2.52,"Low-Moderate",13.23
"CA3310036",2000,2.69,19.26,1.35,"Low",7.08
"CA3310036",3000,2.79,19.26,1.39,"Low",7.32
"CA3310036",4000,2.88,19.26,1.44,"Low",7.57
"CA3310036",5000,2.97,19.26,1.48,"Low",7.81
"CA3310036",6000,3.11,19.26,1.55,"Low",8.17
"CA3310036",7000,3.28,19.26,1.63,"Low",8.6
"CA3310036",8000,3.44,19.26,1.72,"Low",9.04
"CA3310036",9000,3.61,19.26,1.8,"Low",9.47
"CA3310037",0,2.25,25.83,1.09,"Low-Moderate",5.22
"CA3310037",1000,2.3,25.83,1.12,"Low-Moderate",5.34
"CA3310037",10000,2.88,25.83,1.4,"Low-Moderate",6.7
"CA3310037",11000,3.03,25.83,1.48,"Low-Moderate",7.04
"CA3310037",12000,3.18,25.83,1.55,"Low-Moderate",7.39
"CA3310037",13000,3.33,25.83,1.62,"Low-Moderate",7.73
"CA3310037",14000,3.48,25.83,1.69,"Low-Moderate",8.08
"CA3310037",15000,3.63,25.83,1.76,"Low-Moderate",8.42
"CA3310037",16000,3.87,25.83,1.89,"Low-Moderate",9
"CA3310037",2000,2.35,25.83,1.14,"Low-Moderate",5.46
"CA3310037",3000,2.4,25.83,1.17,"Low-Moderate",5.58
"CA3310037",4000,2.46,25.83,1.19,"Low-Moderate",5.7
"CA3310037",5000,2.51,25.83,1.22,"Low-Moderate",5.83
"CA3310037",6000,2.58,25.83,1.26,"Low-Moderate",6
"CA3310037",7000,2.66,25.83,1.29,"Low-Moderate",6.17
"CA3310037",8000,2.73,25.83,1.33,"Low-Moderate",6.35
"CA3310037",9000,2.81,25.83,1.37,"Low-Moderate",6.52
"CA3310038",0,1.73,17.76,0.83,"Low",5.03
"CA3310038",1000,1.77,17.76,0.85,"Low",5.15
"CA3310038",10000,2.97,17.76,1.43,"Low",8.66
"CA3310038",11000,2.97,17.76,1.43,"Low",8.63
"CA3310038",12000,3.24,17.76,1.56,"Low",9.42
"CA3310038",13000,3.51,17.76,1.69,"Low",10.21
"CA3310038",14000,3.78,17.76,1.82,"Low",11
"CA3310038",15000,4.05,17.76,1.95,"Low",11.79
"CA3310038",16000,4.32,17.76,2.08,"Low",12.58
"CA3310038",2000,1.81,17.76,0.87,"Low",5.28
"CA3310038",3000,1.86,17.76,0.89,"Low",5.4
"CA3310038",4000,1.9,17.76,0.91,"Low",5.53
"CA3310038",5000,1.94,17.76,0.94,"Low",5.65
"CA3310038",6000,2.02,17.76,0.97,"Low",5.87
"CA3310038",7000,2.09,17.76,1.01,"Low",6.09
"CA3310038",8000,2.29,17.76,1.11,"Low",6.68
"CA3310038",9000,2.63,17.76,1.27,"Low",7.67
"CA3310046",0,1.86,19.81,1.05,"Low",4.35
"CA3310046",1000,2.02,19.81,1.15,"Low",4.72
"CA3310046",10000,3.57,19.81,2.02,"Low",8.34
"CA3310046",11000,3.75,19.81,2.12,"Low",8.77
"CA3310046",12000,3.94,19.81,2.22,"Low",9.19
"CA3310046",13000,4.13,19.81,2.33,"Low",9.65
"CA3310046",14000,4.36,19.81,2.46,"Low",10.18
"CA3310046",15000,4.59,19.81,2.59,"Low",10.7
"CA3310046",16000,4.81,19.81,2.72,"Low-Moderate",11.23
"CA3310046",2000,2.18,19.81,1.24,"Low",5.1
"CA3310046",3000,2.34,19.81,1.32,"Low",5.47
"CA3310046",4000,2.5,19.81,1.41,"Low",5.85
"CA3310046",5000,2.66,19.81,1.5,"Low",6.22
"CA3310046",6000,2.84,19.81,1.6,"Low",6.63
"CA3310046",7000,3.02,19.81,1.71,"Low",7.06
"CA3310046",8000,3.21,19.81,1.81,"Low",7.49
"CA3310046",9000,3.39,19.81,1.92,"Low",7.91
"CA3310047",0,4.72,52.89,1.61,"High",5.63
"CA3310047",1000,4.9,52.89,1.67,"High",5.83
"CA3310047",10000,8.18,52.89,2.79,"High",9.74
"CA3310047",11000,9.04,52.89,3.08,"High",10.76
"CA3310047",12000,10.15,52.89,3.46,"Very High",12.09
"CA3310047",13000,11.25,52.89,3.84,"Very High",13.41
"CA3310047",14000,12.37,52.89,4.22,"Very High",14.73
"CA3310047",15000,13.48,52.89,4.59,"Very High",16.05
"CA3310047",16000,14.58,52.89,4.97,"Very High",17.37
"CA3310047",2000,5.07,52.89,1.73,"High",6.04
"CA3310047",3000,5.25,52.89,1.79,"High",6.24
"CA3310047",4000,5.42,52.89,1.84,"High",6.45
"CA3310047",5000,5.59,52.89,1.9,"High",6.65
"CA3310047",6000,5.76,52.89,1.97,"High",6.86
"CA3310047",7000,6.36,52.89,2.17,"High",7.58
"CA3310047",8000,6.97,52.89,2.37,"High",8.3
