"GEOID","pwsid","burden"
"060375401012","CA1910079","Low-Moderate"
"060375401013","CA1910079","Low-Moderate"
"060375401014","CA1910079","Low-Moderate"
"060375401014","CA1910152","Low-Moderate"
"060375401021","CA1910079","Moderate-High"
"060375401022","CA1910079","Moderate-High"
"060375401023","CA1910079","Moderate-High"
"060375401024","CA1910079","Moderate-High"
"060375402011","CA1910079","Moderate-High"
"060375402011","CA1910152","Moderate-High"
"060375402012","CA1910079","Moderate-High"
"060375402012","CA1910152","Moderate-High"
"060375402021","CA1910079","Moderate-High"
"060375402021","CA1910152","Moderate-High"
"060375402022","CA1910079","Moderate-High"
"060375402022","CA1910152","Moderate-High"
"060375402023","CA1910079","Moderate-High"
"060375402023","CA1910152","Moderate-High"
"060375402024","CA1910079","Moderate-High"
"060375402031","CA1910079","Moderate-High"
"060375402032","CA1910079","Moderate-High"
"060375402033","CA1910079","Moderate-High"
"060375403001","CA1910067","Moderate-High"
"060375403001","CA1910079","Moderate-High"
"060375403001","CA1910152","Moderate-High"
"060375403002","CA1910079","Moderate-High"
"060375403003","CA1910079","Moderate-High"
"060375403004","CA1910079","Moderate-High"
"060375404001","CA1910067","Moderate-High"
"060375404001","CA1910079","Moderate-High"
"060375404002","CA1910067","Moderate-High"
"060375405011","CA1910079","Low-Moderate"
"060375405012","CA1910026","unknown"
"060375405012","CA1910079","unknown"
"060375405013","CA1910079","Low-Moderate"
"060375405014","CA1910026","Low-Moderate"
"060375405014","CA1910079","Low-Moderate"
"060375405021","CA1910026","Moderate-High"
"060375405021","CA1910079","Moderate-High"
"060375405022","CA1910026","Moderate-High"
"060375405022","CA1910079","Moderate-High"
"060375405023","CA1910026","Moderate-High"
"060375405023","CA1910079","Moderate-High"
"060375406001","CA1910026","Moderate-High"
"060375406002","CA1910067","Moderate-High"
"060375407001","CA1910021","Moderate-High"
"060375407001","CA1910067","Moderate-High"
"060375407002","CA1910021","Moderate-High"
"060375407002","CA1910067","Moderate-High"
"060375407003","CA1910021","Moderate-High"
"060375407003","CA1910067","Moderate-High"
"060375408001","CA1910021","Low-Moderate"
"060375408002","CA1910021","Low-Moderate"
"060375408003","CA1910021","Low-Moderate"
"060375408003","CA1910067","Low-Moderate"
"060375408004","CA1910021","Low-Moderate"
"060375408004","CA1910067","Low-Moderate"
"060375408004","CA1910155","Low-Moderate"
"060375408005","CA1910021","Low-Moderate"
"060375408005","CA1910155","Low-Moderate"
"060375409011","CA1910067","Moderate-High"
"060375409011","CA1910155","Moderate-High"
"060375409012","CA1910067","Moderate-High"
"060375409012","CA1910155","Moderate-High"
"060375409013","CA1910155","Moderate-High"
"060375409014","CA1910067","Moderate-High"
"060375409014","CA1910155","Moderate-High"
"060375409021","CA1910021","Moderate-High"
"060375409021","CA1910155","Moderate-High"
"060375409022","CA1910021","Moderate-High"
"060375409022","CA1910155","Moderate-High"
"060375409023","CA1910021","High"
"060375409023","CA1910155","Moderate-High"
"060375409024","CA1910155","unknown"
"060375410011","CA1910067","Low-Moderate"
"060375410011","CA1910155","Low-Moderate"
"060375410021","CA1910033","Low-Moderate"
"060375410021","CA1910067","Low-Moderate"
"060375410021","CA1910155","Low-Moderate"
"060375411001","CA1910021","Moderate-High"
"060375411002","CA1910021","Moderate-High"
"060375411002","CA1910155","Moderate-High"
"060375411003","CA1910155","Moderate-High"
"060375412001","CA1910021","Low-Moderate"
"060375412001","CA1910026","Low-Moderate"
"060375412002","CA1910021","Low-Moderate"
"060375412002","CA1910026","Low-Moderate"
"060375412003","CA1910021","Low-Moderate"
"060375412003","CA1910026","Low-Moderate"
"060375412004","CA1910021","Low-Moderate"
"060375412004","CA1910155","Low-Moderate"
"060375412005","CA1910021","Low-Moderate"
"060375412005","CA1910026","Low-Moderate"
"060375412005","CA1910155","Low-Moderate"
"060375413001","CA1910021","Moderate-High"
"060375413001","CA1910147","Moderate-High"
"060375413002","CA1910021","Moderate-High"
"060375413002","CA1910026","Moderate-High"
"060375413002","CA1910147","High"
"060375413003","CA1910021","High"
"060375413003","CA1910026","Moderate-High"
"060375413004","CA1910021","Moderate-High"
"060375413005","CA1910021","Moderate-High"
"060375413005","CA1910026","Moderate-High"
"060375414002","CA1910147","Moderate-High"
"060375414003","CA1910147","High"
"060375414004","CA1910026","Moderate-High"
"060375414004","CA1910147","Moderate-High"
"060375414005","CA1910021","Moderate-High"
"060375414005","CA1910026","Moderate-High"
"060375414005","CA1910147","Moderate-High"
"060375415001","CA1910026","Moderate-High"
"060375415002","CA1910026","Moderate-High"
"060375415002","CA1910147","Moderate-High"
"060375415003","CA1910147","Very High"
"060375416031","CA1910026","Moderate-High"
"060375416031","CA1910079","Moderate-High"
"060375416032","CA1910026","Moderate-High"
"060375416041","CA1910026","Moderate-High"
"060375416042","CA1910026","Moderate-High"
"060375416042","CA1910079","Moderate-High"
"060375416043","CA1910026","Moderate-High"
"060375416051","CA1910026","Moderate-High"
"060375416052","CA1910026","Moderate-High"
"060375416053","CA1910026","Moderate-High"
"060375416061","CA1910026","Moderate-High"
"060375416062","CA1910026","Moderate-High"
"060375417001","CA1910079","Moderate-High"
"060375417002","CA1910079","Moderate-High"
"060375417002","CA1910161","Moderate-High"
"060375417003","CA1910026","Moderate-High"
"060375417003","CA1910079","Moderate-High"
"060375417003","CA1910161","Moderate-High"
"060375417004","CA1910079","Moderate-High"
"060375417005","CA1910079","Moderate-High"
"060375417006","CA1910079","Moderate-High"
"060375418011","CA1910079","Moderate-High"
"060375418011","CA1910161","Moderate-High"
"060375418012","CA1910026","Moderate-High"
"060375418012","CA1910079","Moderate-High"
"060375418012","CA1910161","Moderate-High"
"060375418013","CA1910161","Moderate-High"
"060375418021","CA1910079","Moderate-High"
"060375418021","CA1910161","Moderate-High"
"060375418022","CA1910079","Moderate-High"
"060375418022","CA1910161","Moderate-High"
"060375418023","CA1910079","Moderate-High"
"060375418023","CA1910161","Moderate-High"
"060375418024","CA1910079","Moderate-High"
"060375420001","CA1910026","Moderate-High"
"060375420001","CA1910161","Moderate-High"
"060375420002","CA1910026","Moderate-High"
"060375420002","CA1910161","Moderate-High"
"060375420003","CA1910026","Moderate-High"
"060375420003","CA1910079","Moderate-High"
"060375420003","CA1910161","Moderate-High"
"060375421031","CA1910161","Moderate-High"
"060375421032","CA1910161","Moderate-High"
"060375421033","CA1910026","Moderate-High"
"060375421033","CA1910161","Moderate-High"
"060375421041","CA1910161","Moderate-High"
"060375421042","CA1910161","Moderate-High"
"060375421043","CA1910161","Moderate-High"
"060375421051","CA1910026","Moderate-High"
"060375421051","CA1910161","Moderate-High"
"060375421052","CA1910161","Moderate-High"
"060375421053","CA1910026","Moderate-High"
"060375421053","CA1910161","Moderate-High"
"060375421061","CA1910065","Moderate-High"
"060375421061","CA1910161","Moderate-High"
"060375421062","CA1910161","Moderate-High"
"060375421063","CA1910161","Moderate-High"
"060375422001","CA1910065","Moderate-High"
"060375422001","CA1910161","Moderate-High"
"060375422002","CA1910026","Moderate-High"
"060375422002","CA1910161","Moderate-High"
"060375422003","CA1910026","Moderate-High"
"060375422003","CA1910065","Moderate-High"
"060375422003","CA1910161","Moderate-High"
"060375424011","CA1910026","High"
"060375424012","CA1910026","Moderate-High"
"060375424013","CA1910026","Moderate-High"
"060375424014","CA1910026","Moderate-High"
"060375424021","CA1910026","Moderate-High"
"060375424021","CA1910033","Moderate-High"
"060375424021","CA1910065","Moderate-High"
"060375424022","CA1910026","Moderate-High"
"060375424023","CA1910026","Moderate-High"
"060375425011","CA1910026","Moderate-High"
"060375425012","CA1910026","Moderate-High"
"060375425012","CA1910155","Moderate-High"
"060375425021","CA1910026","Moderate-High"
"060375425022","CA1910026","Moderate-High"
"060375425023","CA1910026","Moderate-High"
"060375425024","CA1910026","Moderate-High"
"060375426011","CA1910026","Moderate-High"
"060375426011","CA1910147","Moderate-High"
"060375426012","CA1910026","High"
"060375426012","CA1910147","Very High"
"060375426013","CA1910026","Moderate-High"
"060375426013","CA1910147","Moderate-High"
"060375426021","CA1910026","Moderate-High"
"060375426022","CA1910026","Moderate-High"
"060375426023","CA1910026","Moderate-High"
"060375427001","CA1910026","Moderate-High"
"060375427002","CA1910026","Moderate-High"
"060375427003","CA1910026","Moderate-High"
"060375427004","CA1910021","Moderate-High"
"060375427004","CA1910026","Moderate-High"
"060375427005","CA1910021","Moderate-High"
"060375427005","CA1910026","Moderate-High"
"060375428001","CA1910021","Moderate-High"
"060375428001","CA1910026","Moderate-High"
"060375428002","CA1910021","Moderate-High"
"060375428002","CA1910026","Moderate-High"
"060375428002","CA1910155","Moderate-High"
"060375428003","CA1910021","Moderate-High"
"060375428003","CA1910026","Moderate-High"
"060375428003","CA1910155","Moderate-High"
"060375429001","CA1910026","Moderate-High"
"060375429001","CA1910155","Moderate-High"
"060375429002","CA1910026","Moderate-High"
"060375429002","CA1910155","Moderate-High"
"060375430001","CA1910021","Low-Moderate"
"060375430001","CA1910155","Low-Moderate"
"060375430002","CA1910021","Moderate-High"
"060375430002","CA1910026","Low-Moderate"
"060375430002","CA1910155","Low-Moderate"
"060375430003","CA1910021","Low-Moderate"
"060375430003","CA1910026","Low-Moderate"
"060375430004","CA1910021","Low-Moderate"
"060375430004","CA1910155","Low-Moderate"
"060375430005","CA1910155","Low-Moderate"
"060375431001","CA1910021","Moderate-High"
"060375431002","CA1910021","Very High"
"060375431002","CA1910155","High"
"060375431003","CA1910021","Moderate-High"
"060375431003","CA1910026","Moderate-High"
"060375431003","CA1910033","Moderate-High"
"060375431004","CA1910021","Moderate-High"
"060375431004","CA1910026","Moderate-High"
"060375431005","CA1910021","Moderate-High"
"060375431005","CA1910033","Moderate-High"
"060375431005","CA1910155","Moderate-High"
"060375431006","CA1910021","Moderate-High"
"060375431006","CA1910155","Moderate-High"
"060375431007","CA1910021","Moderate-High"
"060375431007","CA1910026","Moderate-High"
"060375432011","CA1910026","Moderate-High"
"060375432012","CA1910026","Moderate-High"
"060375432021","CA1910026","Moderate-High"
"060375432022","CA1910026","Moderate-High"
"060375432023","CA1910026","Moderate-High"
"060375432024","CA1910026","Moderate-High"
"060375432024","CA1910033","Moderate-High"
"060375432024","CA1910155","Moderate-High"
"060375433041","CA1910033","Low-Moderate"
"060375433042","CA1910033","Low-Moderate"
"060375433043","CA1910033","Low-Moderate"
"060375433044","CA1910033","Low-Moderate"
"060375433051","CA1910026","Low-Moderate"
"060375433051","CA1910033","Low-Moderate"
"060375433051","CA1910065","Low-Moderate"
"060375433061","CA1910033","Low-Moderate"
"060375433062","CA1910033","Low-Moderate"
"060375433063","CA1910033","Low-Moderate"
"060375433064","CA1910033","Low-Moderate"
"060375433211","CA1910033","Low"
"060375433211","CA1910155","Low"
"060375433212","CA1910033","Low"
"060375433212","CA1910155","Low"
"060375433221","CA1910033","Low"
"060375433222","CA1910033","Low"
"060375433223","CA1910033","Low"
"060375433224","CA1910033","Low"
"060375433225","CA1910033","Low"
"060375434001","CA1910033","Low-Moderate"
"060375434001","CA1910155","Low-Moderate"
"060375434002","CA1910033","Low-Moderate"
"060375434002","CA1910155","Low-Moderate"
"060375434003","CA1910033","Low-Moderate"
"060375434003","CA1910067","Low-Moderate"
"060375434003","CA1910155","Low-Moderate"
"060375435011","CA1910033","Low-Moderate"
"060375435011","CA1910067","Low-Moderate"
"060375435012","CA1910033","Low-Moderate"
"060375435013","CA1910033","Low-Moderate"
"060375435014","CA1910033","Low-Moderate"
"060375435021","CA1910033","Low-Moderate"
"060375435021","CA1910067","Low-Moderate"
"060375435022","CA1910033","Low-Moderate"
"060375435022","CA1910067","Low-Moderate"
"060375435023","CA1910033","Low-Moderate"
"060375435023","CA1910067","Low-Moderate"
"060375435031","CA1910033","Low"
"060375435032","CA1910033","Low"
"060375435032","CA1910067","Low"
"060375436011","CA1910033","Low-Moderate"
"060375436021","CA1910033","Low"
"060375436021","CA1910067","Low"
"060375436022","CA1910033","Low"
"060375436023","CA1910033","Low"
"060375436031","CA1910033","Low"
"060375436031","CA1910067","Low"
"060375436032","CA1910033","Low"
"060375436041","CA1910033","Low"
"060375436042","CA1910033","Low"
"060375436042","CA1910067","Low"
"060375437011","CA1910033","Low-Moderate"
"060375437012","CA1910033","Low-Moderate"
"060375437021","CA1910033","Low-Moderate"
"060375437022","CA1910033","Low-Moderate"
"060375437023","CA1910033","Low-Moderate"
"060375437024","CA1910033","Low-Moderate"
"060375437025","CA1910033","Low-Moderate"
"060375437031","CA1910033","Low-Moderate"
"060375438011","CA1910033","Low-Moderate"
"060375438012","CA1910033","Low-Moderate"
"060375438013","CA1910033","Low-Moderate"
"060375438021","CA1910033","Low-Moderate"
"060375438022","CA1910033","Low-Moderate"
"060375438023","CA1910033","Low-Moderate"
"060375438024","CA1910033","Low-Moderate"
"060375439031","CA1910033","Low-Moderate"
"060375439032","CA1910033","Low-Moderate"
"060375439051","CA1910033","Moderate-High"
"060375439052","CA1910033","Moderate-High"
"060375439053","CA1910033","Moderate-High"
"060375440011","CA1910033","Low-Moderate"
"060375440012","CA1910033","Low-Moderate"
"060375440013","CA1910033","Low-Moderate"
"060375440014","CA1910033","Low-Moderate"
"060375440021","CA1910033","Low-Moderate"
"060375440021","CA1910065","Low-Moderate"
"060375440022","CA1910033","Low-Moderate"
"060375440023","CA1910033","Low-Moderate"
"060375500001","CA1910098","unknown"
"060375500001","CA1910245","unknown"
"060375501001","CA1910098","Low-Moderate"
"060375501001","CA1910245","Low-Moderate"
"060375501002","CA1910098","Low-Moderate"
"060375501002","CA1910245","Low-Moderate"
"060375501003","CA1910098","Low-Moderate"
"060375501004","CA1910098","Low-Moderate"
"060375501005","CA1910098","Low-Moderate"
"060375501006","CA1910098","Low-Moderate"
"060375502011","CA1910098","Low-Moderate"
"060375502011","CA1910191","Low-Moderate"
"060375502011","CA1910245","Low-Moderate"
"060375502012","CA1910098","Low-Moderate"
"060375502012","CA1910191","Low-Moderate"
"060375502021","CA1910098","Low-Moderate"
"060375502021","CA1910211","Low-Moderate"
"060375502022","CA1910098","Low-Moderate"
"060375502023","CA1910098","Low-Moderate"
"060375502024","CA1910098","Low-Moderate"
"060375502025","CA1910098","Low-Moderate"
"060375503001","CA1910098","Low-Moderate"
"060375503001","CA1910191","Low-Moderate"
"060375503001","CA1910245","Low-Moderate"
"060375503002","CA1910098","Low-Moderate"
"060375503002","CA1910191","Low-Moderate"
"060375503003","CA1910098","Low-Moderate"
"060375503003","CA1910191","Low-Moderate"
"060375503003","CA1910245","Low-Moderate"
"060375503004","CA1910098","Low-Moderate"
"060375503004","CA1910211","Low-Moderate"
"060375503005","CA1910098","Low-Moderate"
"060375503005","CA1910211","Low-Moderate"
"060375503006","CA1910211","Low-Moderate"
"060375503007","CA1910211","Low-Moderate"
